Year,County,Waterbody,Town,Month,Number,Species,Size
2012,Jefferson,Stony Creek,Henderson,March,20700.0,Steelhead,5.0
2017,Rensselaer,Poesten Kill,Poestenkill,April,450.0,Brown Trout,7.9
2015,Madison,Sangerfield River,Hamilton,April,190.0,Brown Trout,12.4
2015,Essex,Goose Pond,Schroon,October,1200.0,Brook Trout,4.3
2011,Cattaraugus,Lime Lake,Machias,September,500.0,Tiger Muskellunge,10.4
2011,Essex,Lower Preston Pond,Newcomb,October,500.0,Brook Trout,5.2
2012,Chenango,Guilford Lake,Guilford,April,200.0,Brown Trout,13.1
2014,Greene,Basic Creek,Greenville,May,60.0,Brown Trout,13.6
2012,Rensselaer,Poesten Kill,Poestenkill,April,490.0,Brown Trout,8.2
2018,Delaware,Delaware River East Branch,Middletown,May,440.0,Brown Trout,9.4
2018,Warren,Handicap Pond 1,Hatchery,April,40.0,Rainbow Trout,8.86
2014,Hamilton,Benedict Creek,Inlet,June,300.0,Brook Trout,9.0
2020,Washington,Mettawee River,Whitehall,April,1800.0,Rainbow Trout,8.9
2015,Herkimer,Nicks Lake,Webb,May,1710.0,Brown Trout,8.0
2013,Erie,Sprague Brook Park Veteran's P,Concord,April,100.0,Brown Trout,13.8
2015,Herkimer,Fourth Lake,Webb,May,5800.0,Lake Trout,6.3
2017,Columbia,Roeliff Jansen Kill,Clermont,April,6020.0,Brown Trout,8.0
2013,Saratoga,Upper Corinth Reservoir,Corinth,April,300.0,Brook Trout,9.2
2020,Saratoga,Great Sacandaga Lake,Day,November,7550.0,Rainbow Trout,6.7
2018,Hamilton,Poor Lake,Morehouse,September,800.0,Brook Trout,5.0
2020,Cortland,Otselic River,Cincinnatus,April,560.0,Brown Trout,13.4
2013,Essex,Black River,Lewis/E'town,May,1000.0,Brook Trout,8.1
2018,Otsego,Schenevus Creek,Maryland,April,3920.0,Brown Trout,8.0
2011,Cayuga,Little Sodus Bay,Sterling,May,25520.0,Chinook,3.5
2020,Cattaraugus,Bay State Brook,Red House,March,400.0,Brown Trout,8.1
2013,Warren,Jabe Pond,Hague,May,440.0,Brown Trout,7.8
2014,Seneca,Seneca Lake,Fayette,October,26800.0,Lake Trout,5.8
2012,Orange,Ramapo River,Tuxedo,March,2000.0,Rainbow Trout,8.9
2012,Allegany,Black Creek,West Almond,April,1240.0,Brown Trout,8.2
2017,Essex,West Branch Ausable River,North Elba,April,800.0,Brook Trout,8.0
2020,Hamilton,Poor Lake,Morehouse,September,390.0,Brook Trout,4.6
2019,Seneca,Seneca Lake,Lodi,November,11680.0,Brown Trout,6.4
2019,Oneida,Fish Creek West Branch,"Annsville, Camden",June,150.0,Brown Trout,13.2
2020,St Lawrence,St Lawrence,Massena,October,514.0,Lake Sturgeon,7.0
2017,Essex,East Branch Ausable River,Jay & Keene,April,3000.0,Rainbow Trout,8.0
2019,Steuben,Canaseraga Creek,Dansville,April,350.0,Brown Trout,9.0
2013,Columbia,Kinderhook Creek,Kinderhook,April,290.0,Brown Trout,7.9
2020,Essex,Boreas River,North Hudson,April,125.0,Brook Trout,8.0
2015,Essex,Crab Pond,Schroon,September,500.0,Brook Trout,4.0
2013,Cortland,East Branch Tioughnioga River,Truxton,May,290.0,Brown Trout,7.9
2017,Delaware,Little Delaware River,Bovina,April,330.0,Brown Trout,8.9
2019,Cattaraugus,Ischua Creek,Franklinville,April,710.0,Brown Trout,9.0
2017,Franklin,Mountain Pond,Brighton,May,4500.0,Brook Trout,2.5
2020,Hamilton,West Lake,Arietta,September,2270.0,Brook Trout,4.7
2011,St Lawrence,Horseshoe Lake,Piercefield,September,1300.0,Tiger Muskellunge,9.4
2019,Lewis,Whetstone Marsh Pond,High Market,September,500.0,Tiger Muskellunge,8.6
2012,Delaware,Beaver Kill,Colchester,April,530.0,Brown Trout,8.7
2020,Broome,Dudley Creek,Lisle,March,330.0,Brown Trout,9.1
2017,Rensselaer,Kinderhook Creek,Stephentown,April,2560.0,Brown Trout,7.9
2019,Essex,Big Marsh Pond,North Hudson,September,1560.0,Brook Trout,4.2
2020,Essex,Moose Pond,St. Armand,May,300.0,Rainbow Trout,14.0
2017,Franklin,Drain Pond,Bellmont,May,150.0,Rainbow Trout,9.2
2019,Jefferson,Black Creek West Branch,Wilna,April,500.0,Brook Trout,7.8
2014,Schoharie,Holding Pond,Cobleskill,April,160.0,Rainbow Trout,9.0
2012,Franklin,Track Pond,Santa Clara,November,127.0,Brook Trout,4.3
2014,Otsego,Otego Creek,Hartwick,May,520.0,Brown Trout,8.1
2014,Chenango,Genegantslet Creek,Greene,May,610.0,Brown Trout,8.3
2016,Greene,Batavia Kill,Ashland,April,3880.0,Brown Trout,9.0
2014,Ulster,Vernooy Kill,Wawarsing,May,570.0,Brook Trout,8.4
2014,Montgomery,Canajoharie Creek,Canajoharie,April,1320.0,Brown Trout,7.9
2015,Sullivan,Callicoon Creek East Branch,Delaware,April,770.0,Brown Trout,8.2
2014,Cattaraugus,Little Conewango Creek,Conewango,April,200.0,Brown Trout,13.4
2012,Oneida,Big Creek,Marshall,May,1060.0,Brown Trout,8.0
2012,Greene,Catskill Creek,Cairo,April,300.0,Brown Trout,13.7
2014,Broome,East Branch Nanticoke Creek,Maine,March,260.0,Brown Trout,8.7
2013,Greene,Schoharie Creek,"Jewett, Hunter",May,870.0,Brown Trout,9.0
2017,Washington,Batten Kill,Greenwich,May,540.0,Brown Trout,8.0
2016,Orange,Ramapo River,Tuxedo,April,400.0,Brown Trout,13.8
2014,Franklin,Little Clear Pond,Waverly,September,200.0,Brook Trout,4.2
2012,Cattaraugus,Little Conewango Creek,Conewango,May,1090.0,Brown Trout,8.9
2019,St Lawrence,Pleasant Lake,Brasie Corners,May,660000.0,Walleye,0.5
2015,Otsego,Elk Brook,Maryland,April,510.0,Brown Trout,8.0
2014,Cayuga,Sterling Valley Creek,Sterling,April,4600.0,Steelhead,4.8
2018,Fulton,Cayadutta Creek,Johnstown(t),May,260.0,Brown Trout,8.3
2015,Madison,Payne Brook,Hamilton,April,300.0,Brown Trout,7.8
2019,Lewis,Mad River,Montague,May,400.0,Brook Trout,7.8
2020,Clinton,Lake Champlain,Plattsburgh,March,18000.0,Brown Trout,8.0
2014,Franklin,Little Black Pond,Santa Clara,October,200.0,Brook Trout,3.9
2014,Essex,Owen Pond,North Elba,May,392.0,Brown Trout,8.2
2020,Cayuga,Owasco Inlet,Locke,October,9300.0,Rainbow Trout,3.2
2016,St Lawrence,Long Pond,Colton,October,1200.0,Brook Trout,4.0
2018,Delaware,Pepacton Reservoir,Colchester,May,4350.0,Brown Trout,9.1
2020,Madison,Chittenango Creek,Sullivan,April,960.0,Brook Trout,6.9
2016,Sullivan,Callicoon Ck North Branch,Callicoon,May,130.0,Brown Trout,9.0
2018,Orange,Ramapo River,Tuxedo,April,1740.0,Rainbow Trout,9.0
2018,St Lawrence,Glasby Pond,Clifton,September,240.0,Brook Trout,4.5
2011,Westchester,Titicus River,North Salem,March,100.0,Brown Trout,13.4
2015,Oneida,Cincinnati Creek,Trenton,May,340.0,Brown Trout,8.0
2015,Herkimer,Bubb Lake,Webb,September,2000.0,Brook Trout,4.0
2015,Lewis,Oswegatchie River West Branch,Diana,May,700.0,Brook Trout,9.1
2020,Franklin,Two Bridge Brook,Franklin,March,100.0,Brown Trout,13.0
2016,Essex,Ward Pond,Newcomb,May,130.0,Brown Trout,7.3
2011,Franklin,Chub Pond,Franklin,November,300.0,Brown Trout,5.9
2014,Sullivan,Willowemoc Creek,Rockland,April,1120.0,Brown Trout,8.7
2019,Putnam,Croton River East Branch,Patterson,March,1770.0,Brown Trout,8.7
2012,Warren,Lake Luzerne,Lake Luzerne,May,600.0,Rainbow Trout,8.8
2015,Franklin,Alder Brook,Franklin,May,350.0,Brook Trout,8.9
2015,Saratoga,Kayaderosseras Creek,Milton,June,1410.0,Brown Trout,7.9
2014,Essex,West Branch of the Ausable River,WILMINGTON,July,815.0,Brown Trout,14.0
2013,Genesee,Oatka Creek,Le Roy,May,250.0,Brown Trout,13.0
2015,Essex,Fish & Game Club Pond,Westport,May,200.0,Rainbow Trout,13.0
2017,Saratoga,Moreau Lake,Moreau,May,1500.0,Rainbow Trout,9.2
2019,Westchester,Stone Hill River,Bedford,April,440.0,Brown Trout,8.7
2012,Franklin,Grass Pond,Santa Clara,November,633.0,Brook Trout,4.3
2013,Hamilton,Elbow Creek Reservoir,Wells,May,200.0,Brook Trout,9.3
2017,Washington,Black Creek,Salem,May,100.0,Brown Trout,13.2
2015,Wyoming,Little Tonawanda Creek,Middlebury,March,600.0,Brown Trout,8.5
2016,Warren,Hatchery Handicap Pond 1,Warrensburg,April,20.0,Rainbow Trout,9.0
2017,Warren,Mill Creek,Johnsburg,April,600.0,Brook Trout,9.8
2013,Clinton,Salmon River,Plattsburgh & Schuyler Falls,April,3420.0,Brown Trout,8.0
2016,Franklin,Sumner Brook,Bloomingdale,March,240.0,Brook Trout,8.0
2017,Sullivan,Fir Brook,Neversink,May,80.0,Brown Trout,8.7
2013,Oneida,Black River,"Boonville, Forestport",April,650.0,Brown Trout,12.8
2013,Lewis,Whetstone Marsh Pond,High Market,September,500.0,Tiger Muskellunge,9.6
2013,Essex,Trout Brook,Ticonderoga,November,500.0,Brook Trout,6.5
2016,Monroe,Lake Ontario,Webster,May,15500.0,Brown Trout,8.1
2012,Chautauqua,Chautauqua Lake,"Busti, Ellicott, Ellery",October,5240.0,Muskellunge,8.4
2019,Franklin,Ochre Pond,Santa Clara,September,720.0,Brook Trout,4.0
2013,Cortland,Otselic River,Cincinnatus,March,2240.0,Brown Trout,8.3
2014,Saratoga,Geyser Brook,Saratoga Springs,April,440.0,Brown Trout,8.0
2017,Dutchess,Roeliff Jansen Kill,Milan,April,1070.0,Brown Trout,8.8
2011,Cayuga,Lake Ontario,Sterling,May,30480.0,Brown Trout,7.5
2019,Orange,Ramapo River,Tuxedo,March,1860.0,Brown Trout,8.7
2019,Oneida,Black River,"Boonville, Forestport",November,2500.0,Rainbow Trout,7.1
2012,Delaware,Little Pond,Andes,April,200.0,Brown Trout,13.0
2020,Westchester,Amawalk Inlet,Somers,March,480.0,Brown Trout,8.8
2013,Wyoming,Buffalo Creek,Java,May,730.0,Brown Trout,8.9
2014,Broome,Chenango Lake,Fenton,March,4030.0,Rainbow Trout,9.3
2018,Delaware,Delaware River East Branch,Roxbury,April,50.0,Brown Trout,13.0
2014,Madison,Payne Brook,Hamilton,April,480.0,Brown Trout,7.9
2012,Sullivan,Mongaup River West Branch,Bethel,April,30.0,Brown Trout,13.5
2016,Essex,Lost Pond,Ticonderoga,May,430.0,Brown Trout,8.0
2015,Allegany,Little Genesee Creek,Bolivar,March,200.0,Brown Trout,12.9
2015,Warren,Stony Creek,Stony Creek,May,2190.0,Brook Trout,9.1
2014,Clinton,North Branch Great Chazy River,"Altona, E'burg, Moores",April,1940.0,Brown Trout,8.1
2018,Fulton,Wolford's Pond,Johnstown,May,170.0,Brown Trout,8.3
2016,Otsego,Otsdawa Creek,Otego,April,390.0,Brown Trout,7.9
2015,Essex,Latham Pond,Newcomb,September,700.0,Brook Trout,4.0
2015,Ulster,Rondout Creek,Wawarsing,April,1650.0,Rainbow Trout,9.0
2014,Rensselaer,Walloomsac River,Hoosick,May,230.0,Brown Trout,13.9
2012,Franklin,Green Pond,Santa Clara,April,530.0,Brown Trout,8.2
2018,Westchester,Mianus River,Bedford,March,700.0,Brown Trout,9.1
2019,Hamilton,Canary Pond,Benson,September,250.0,Brook Trout,4.2
2018,Essex,Fifth Lake Essex Chain,Minerva,May,960.0,Rainbow Trout,8.3
2011,Warren,Botheration Pond,Johnsburg,May,250.0,Brown Trout,8.3
2013,Ontario,Canandaigua Outlet,Phelps / Manchester,March,5450.0,Brown Trout,8.2
2016,Wyoming,Tonawanda Creek,Orangeville,March,200.0,Brown Trout,13.6
2011,Herkimer,Moose River,Webb,May,1870.0,Brook Trout,9.5
2015,Onondaga,Otisco Lake,Otisco,June,44000.0,Walleye,1.4
2015,Essex,Lower Cascade Lake,Keene,April,600.0,Brook Trout,7.0
2014,Cattaraugus,Lime Lake,Machias,September,800.0,Tiger Muskellunge,8.5
2013,Nassau,Oyster Bay Mill Pond,Oyster Bay,October,400.0,Brown Trout,11.1
2017,Essex,Boquet River,Essex,September,100.0,Brown Trout,19.0
2012,Madison,Chittenango Creek,Sullivan,May,100.0,Brown Trout,13.3
2013,Franklin,Polliwog Pond,Santa Clara,April,1530.0,Brown Trout,8.1
2016,Suffolk,Upper Lake,Brookhaven,April,400.0,Rainbow Trout,9.1
2018,Essex,Mill Brook,Moriah,April,1650.0,Brown Trout,8.4
2011,Herkimer,Big Moose Lake,Webb,September,4000.0,Brook Trout,4.5
2013,Warren,Island Pond,Horicon,September,400.0,Brook Trout,3.4
2012,Greene,Kaaterskill,Catskill,May,100.0,Brown Trout,13.0
2014,Hamilton,Indian Lake,"Indian Lake, Lk Pleasant",April,6760.0,Brown Trout,8.1
2017,Suffolk,Laurel Lake,Southold,April,300.0,Rainbow Trout,9.1
2011,Westchester,Cross River Reservoir,Bedford,March,6330.0,Brown Trout,8.8
2019,Suffolk,Deep Pond,Riverhead,October,400.0,Brown Trout,12.1
2013,Essex,Westport Reservoir,Westport,February,600.0,Brook Trout,8.0
2013,Dutchess,Iron Mine Pond,Northeast,April,200.0,Rainbow Trout,9.0
2014,Tioga,Cayuta Creek,Barton,April,1930.0,Brown Trout,9.2
2018,Clinton,round pond,Altona,April,150.0,Brook Trout,8.1
2015,Hamilton,Sampson Lake,Arietta,September,2500.0,Brook Trout,4.4
2017,Hamilton,Lake Eaton,Long Lake,November,25.0,Landlocked Salmon,20.0
2014,Jefferson,Red Lake,Theresa,May,1056000.0,Walleye,0.4
2017,Columbia,Kinderhook Creek,Kinderhook,April,330.0,Brown Trout,7.9
2017,Herkimer,Witchhopple Lake,webb,May,300.0,Landlocked Salmon,7.0
2014,Hamilton,Pine Mountain Pond,Indian Lake,September,600.0,Brook Trout,3.2
2015,Sullivan,Callicoon Creek East Branch,Delaware,April,1280.0,Brown Trout,8.2
2020,Essex,Trout Pond,Moriah,September,320.0,Brook Trout,3.9
2019,Albany,Six Mile Waterworks,City of Albany,April,1000.0,Rainbow Trout,9.5
2013,St Lawrence,Ozonia Lake,Hopkinton,April,3000.0,Splake,7.4
2018,Putnam,Stillwater Pond,Kent,April,870.0,Brown Trout,9.0
2012,Lewis,South Creek,Diana,May,270.0,Brown Trout,9.6
2012,Otsego,Otsdawa Creek,Otego,April,400.0,Brown Trout,8.1
2016,Allegany,California Hw Brook,Bolivar,May,260.0,Brown Trout,9.4
2014,Franklin,Tupper Lake,Altamont,May,3000.0,Landlocked Salmon,6.9
2017,Jefferson,Lake Ontario,Henderson,May,31350.0,Brown Trout,7.1
2015,Hamilton,Buckhorn Pond,Wells,September,600.0,Brook Trout,4.3
2019,Herkimer,Gibbs Lake,Webb,October,360.0,Brook Trout,3.8
2012,Herkimer,Fulmer Creek,German Flats,April,350.0,Rainbow Trout,8.6
2014,Essex,Glidden Marsh,Schroon,September,130.0,Brown Trout,5.5
2015,Allegany,Little Genesee Creek,Bolivar,March,1920.0,Brook Trout,8.5
2020,Ulster,Stony Kill,Rochester,May,320.0,Brook Trout,8.2
2012,Saratoga,Great Sacandaga Lake,Day,March,6000.0,Rainbow Trout,8.0
2018,Albany,Six Mile Waterworks,City of Albany,May,870.0,Rainbow Trout,9.2
2020,Tioga,East Branch Owego Creek,"Berkshire, Richford",April,1770.0,Brown Trout,9.1
2019,Erie,Cayuga Creek,Lancaster,April,350.0,Rainbow Trout,8.9
2013,Tompkins,Sixmile Creek,Caroline,March,1160.0,Brown Trout,8.8
2013,Steuben,Cohocton River,Cohocton,April,1470.0,Brown Trout,9.1
2020,Hamilton,Grassy Pond,Indian Lake,September,260.0,Brook Trout,4.6
2014,Erie,Cazenovia Creek-East Branch,Aurora,April,90.0,Brown Trout,8.7
2017,Oswego,North Branch Salmon River,Redfield,April,2000.0,Brook Trout,9.0
2019,Cattaraugus,Ischua Creek,Franklinville,April,530.0,Brown Trout,8.8
2011,Broome,Nanticoke Lake,Lisle,April,2300.0,Rainbow Trout,9.2
2012,Hamilton,Cascade Pond,Indian Lake,October,1000.0,Brook Trout,4.1
2019,Dutchess,Sprout Creek,La Grange,April,130.0,Brown Trout,9.1
2017,Wyoming,Cattaraugus Creek,Java,March,1980.0,Brown Trout,9.0
2016,Suffolk,Carlls River,Babylon,October,100.0,Brown Trout,12.0
2019,Warren,Schroon River,Tumblehead Falls,May,600.0,Rainbow Trout,9.0
2020,Otsego,Basswood Pond,Burlington,April,300.0,Rainbow Trout,9.9
2018,Madison,Oneida Creek,Smithfield,May,350.0,Brown Trout,8.3
2016,Cortland,East Branch Tioughnioga River,Truxton,May,300.0,Brown Trout,13.0
2013,Cayuga,Owasco Inlet,Locke,April,2250.0,Brown Trout,9.0
2020,Herkimer,Hidden Lake,Webb,October,600.0,Brook Trout,4.0
2016,Essex,Courtney Pond,North Hudson,April,150.0,Rainbow Trout,13.0
2011,Hamilton,Eighth Lake,Inlet,May,500.0,Landlocked Salmon,6.0
2015,Cattaraugus,Ischua Creek,Franklinville,April,550.0,Brown Trout,13.5
2014,Essex,Third Lake Essex Chain,Minerva,May,300.0,Landlocked Salmon,6.7
2019,Essex,Henderson Lake,Newcomb,September,5640.0,Brook Trout,4.0
2018,Putnam,Stillwater Pond,Kent,April,870.0,Rainbow Trout,9.0
2013,Hamilton,Lake Eaton,Long Lake,April,1810.0,Lake Trout,7.2
2018,Montgomery,Otsquago Creek,Minden,April,260.0,Brown Trout,7.9
2017,Ulster,Esopus Creek,Shandaken,April,2060.0,Brown Trout,8.8
2020,Broome,Nanticoke Creek,Union,March,1280.0,Rainbow Trout,9.0
2020,Hamilton,Pine Pond,Indian Lake,September,160.0,Brook Trout,4.6
2019,Saratoga,Geyser Brook,Saratoga Springs,April,970.0,Brown Trout,7.9
2020,Oswego,Salmon River,Redfield,April,530.0,Rainbow Trout,8.8
2014,Essex,Big Cherry Patch Pond,North Elba,October,1000.0,Brook Trout,4.0
2019,Warren,Schroon River,Starbuckville,May,600.0,Rainbow Trout,9.0
2019,Ontario,Camp Cutler Pond,South Bristol,April,100.0,Rainbow Trout,9.0
2015,Essex,Spruce Mill Brook,Lewis,May,860.0,Brown Trout,8.1
2016,Hamilton,Raquette River,"Long Lake, Arietta",May,350.0,Brown Trout,13.0
2014,Franklin,Little Long Pond (East),Santa Clara,May,350.0,Splake,8.4
2012,Dutchess,Ten Mile River,Amenia,March,1240.0,Brown Trout,8.5
2020,Warren,West Brook,Lake George,July,3080.0,Rainbow Trout,1.9
2014,Herkimer,Sunday Creek,Webb,June,850.0,Brook Trout,9.0
2018,Sullivan,Willowemoc Creek,Rockland,April,1570.0,Brown Trout,9.1
2014,Essex,East Branch Ausable River,KEENE,May,200.0,Rainbow Trout,17.0
2012,Warren,Palmer Pond,Chester,May,200.0,Brook Trout,9.64
2016,Essex,Willsboro Club Pond 2,Willsboro,April,100.0,Rainbow Trout,8.7
2011,Allegany,Allen Lake,Allen,April,360.0,Brown Trout,13.1
2018,Franklin,Sumner Brook,Bloomingdale,April,300.0,Brook Trout,8.0
2018,Oswego,Lake Ontario,Richland,May,31320.0,Brown Trout,7.5
2019,Delaware,Launt Pond,Tompkins,May,700.0,Brook Trout,7.4
2020,Sullivan,Beaver Kill,Rockland,November,10250.0,Brown Trout,6.1
2012,Rockland,Minisceongo Creek North Branch,Haverstraw,April,90.0,Brown Trout,8.6
2011,Clinton,Saranac River,Black Brook,April,2700.0,Rainbow Trout,9.4
2020,Warren,Glen Lake,Queensbury,April,2280.0,Brown Trout,7.3
2018,Dutchess,Crum Elbow Creek,Hyde Park,March,260.0,Brown Trout,9.1
2013,Essex,Roes Pond,Moriah,May,500.0,Rainbow Trout,13.0
2019,Lewis,Bonaparte Lake,Diana,May,1800.0,Lake Trout,6.3
2017,Fulton,Upper Conglin Lake,Stratford,October,300.0,Brook Trout,5.0
2016,Delaware,Beaver Kill,Colchester,May,1810.0,Brown Trout,8.9
2017,Dutchess,Webatuck Creek,Northeast,March,1820.0,Brown Trout,8.9
2019,Niagara,Eighteenmile Creek,Newfane,April,10000.0,Steelhead,5.8
2020,Hamilton,Cascade Pond,Indian Lake,September,1490.0,Brook Trout,4.6
2016,Greene,Schoharie Creek,"Jewett, Hunter",May,1030.0,Brown Trout,8.9
2020,Erie,Eighteenmile Creek,Evans,March,3750.0,Rainbow Trout,8.0
2019,Orange,Moodna Creek,Cornwall,March,100.0,Brown Trout,13.2
2014,Chautauqua,Mill Creek,Gerry,April,100.0,Brown Trout,13.6
2017,Suffolk,Upper Lake,Brookhaven,May,250.0,Brown Trout,9.4
2019,Jefferson,Payne Lake,Antwerp,May,462000.0,Walleye,0.5
2020,Madison,Old Chenango Canal,Madison,April,960.0,Brown Trout,9.0
2015,Warren,West Brook,Lake George,April,500.0,Brook Trout,10.7
2017,Orleans,Lake Ontario,Carlton,May,20000.0,Landlocked Salmon,0.5
2011,Livingston,Sugar Creek,Ossian,September,700.0,Brown Trout,5.6
2011,Washington,Black Creek,Salem,April,640.0,Brown Trout,8.2
2019,Jefferson,Sixberry Lake,Theresa,April,610.0,Lake Trout,6.6
2017,Washington,Upper Black Mountain Pond,Dresden,September,100.0,Brook Trout,5.0
2018,Essex,Rock Pond,Ticonderoga,September,2250.0,Brook Trout,4.6
2020,Lewis,Fish Creek East Branch,Lewis,April,1300.0,Brook Trout,7.9
2017,Ulster,Beer Kill,Wawarsing,May,370.0,Brown Trout,8.6
2018,Franklin,Lake Colby,Harrietstown,May,2960.0,Rainbow Trout,8.0
2013,Washington,Poultney River,Hampton,April,500.0,Rainbow Trout,8.4
2020,Niagara,Lake Ontario,Wilson,April,21550.0,Brown Trout,7.6
2018,Cayuga,Owasco Inlet,Locke,November,15000.0,Rainbow Trout,3.8
2012,Clinton,Saranac River,Saranac,April,2390.0,Brown Trout,8.1
2013,Oneida,West Canada Creek,"Trenton, Deerfield",May,2980.0,Brown Trout,8.1
2012,Cortland,Padget Pond,Preble,October,1200.0,Rainbow Trout,6.7
2018,Cayuga,Sterling Creek,Sterling,May,15930.0,Chinook,3.3
2019,Ulster,Rondout Creek,Wawarsing,April,390.0,Brown Trout,13.3
2011,Franklin,Tupper Lake,Altamont,May,4730.0,Lake Trout,6.1
2016,Tompkins,Cayuga Lake,Ithaca (T),May,6500.0,Landlocked Salmon,7.1
2018,Hamilton,High Rock Pond,Inlet,September,240.0,Brook Trout,5.0
2019,Hamilton,South Lake,Arietta,September,1000.0,Brook Trout,4.2
2014,Saratoga,Kayaderosseras Creek,Milton,April,400.0,Brown Trout,13.3
2011,Fulton,Stewart Lake,Caroga,October,800.0,Brook Trout,4.8
2011,Tioga,Cayuta Creek,Barton,April,410.0,Brown Trout,13.2
2017,Monroe,Irondequoit Creek,Pittsford,April,660.0,Brown Trout,8.8
2014,Franklin,Salmon River,Malone,May,5450.0,Brown Trout,8.6
2017,Lewis,Quarry Pond,Diana,May,200.0,Rainbow Trout,9.0
2012,Madison,Sangerfield River,Hamilton,April,230.0,Brown Trout,12.4
2013,Essex,Roes Pond,Moriah,May,300.0,Brown Trout,13.0
2013,Allegany,Dodge Creek,Clarksville,March,200.0,Brown Trout,13.3
2011,Essex,Roes Pond (Special Kids Fishing Area),Moriah,May,200.0,Rainbow Trout,19.0
2011,Clinton,Park Brook,"Altona, Moores",November,500.0,Brown Trout,5.9
2017,Fulton,"Mayfield Creek, T1",Mayfield,April,250.0,Brown Trout,8.0
2015,Ulster,Vernooy Kill,Wawarsing,May,520.0,Brook Trout,8.0
2011,Cortland,East Branch Tioughnioga River,Truxton,June,333.0,Brown Trout,13.5
2019,Greene,Catskill Creek,Cairo,April,300.0,Brown Trout,13.3
2013,Essex,North Branch Boquet River,Lewis,April,1380.0,Brown Trout,7.9
2015,St Lawrence,Trout Brook,Stockholm,April,1450.0,Brown Trout,8.0
2015,Suffolk,Carmans River,Brookhaven,April,150.0,Rainbow Trout,9.0
2016,Warren,North Creek,Johnsburg,April,708.0,Rainbow Trout,9.0
2019,Putnam,Stillwater Pond,Kent,April,890.0,Brown Trout,8.8
2016,Essex,East Branch Ausable River,Keene,April,200.0,Rainbow Trout,13.0
2014,Oswego,Salmon River,Redfield,April,450.0,Brook Trout,9.5
2015,Herkimer,Hidden Lake,Webb,September,600.0,Brook Trout,4.0
2012,Hamilton,Blue Mountain Lake,Indian Lake,May,3558.0,Brook Trout,2.7
2020,Franklin,Palmer Pond,Harrietstown,May,500.0,Brook Trout,2.5
2014,Steuben,Cohocton River,Cohocton,April,520.0,Brown Trout,9.4
2013,Niagara,Lower Niagara River,Lewiston,June,128500.0,Chinook,3.0
2011,Allegany,Black Creek,West Almond,April,1190.0,Brown Trout,8.2
2017,Orange,Island Pond,Tuxedo,April,1300.0,Brook Trout,9.0
