Year,County,Waterbody,Town,Month,Number,Species,Size
2020,Allegany,Genesee River,,October,350.0,Brown Trout,19.3
2020,Allegany,Genesee River,,October,40.0,Brown Trout,25.0
2020,Allegany,Genesee River,Wellsville,April,1130.0,Rainbow Trout,8.0
2020,Allegany,Genesee River,Wellsville,April,550.0,Rainbow Trout,8.0
2020,Allegany,Genesee River,Wellsville,April,750.0,Rainbow Trout,8.0
2020,Allegany,Genesee River,Wellsville,April,980.0,Rainbow Trout,8.0
2020,Allegany,Genesee River,Wellsville,March,1880.0,Rainbow Trout,9.1
2020,Allegany,Genesee River,Wellsville,March,2140.0,Rainbow Trout,9.1
2020,Allegany,Genesee River,Amity,March,4770.0,Rainbow Trout,9.1
2020,Allegany,Genesee River,,October,600.0,Rainbow Trout,21.5
2020,Allegany,Hunt Creek,Alma,March,180.0,Brown Trout,8.9
2020,Allegany,Little Genesee Creek,Bolivar,March,1390.0,Brook Trout,8.5
2020,Allegany,Little Genesee Creek,Bolivar,March,1100.0,Brown Trout,9.0
2020,Allegany,Little Genesee Creek,Bolivar,March,200.0,Brown Trout,13.1
2020,Allegany,Root Creek,Bolivar,March,750.0,Rainbow Trout,8.1
2020,Allegany,Rushford Camp Pond,New Hudson,April,80.0,Rainbow Trout,8.3
2020,Allegany,Rushford Camp Pond,New Hudson,April,80.0,Rainbow Trout,8.3
2020,Allegany,Rushford Lake,,June,30000.0,Brown Trout,3.2
2020,Allegany,Rushford Lake,Caneadea,April,2850.0,Rainbow Trout,8.3
2020,Allegany,Vandermark Creek,"Scio, Ward",March,880.0,Brown Trout,9.0
2020,Broome,Arctic Lake,Sanford,April,1880.0,Rainbow Trout,9.1
2020,Broome,Chenango Lake,Fenton,April,2250.0,Rainbow Trout,9.4
2020,Broome,Chenango Lake,Fenton,March,2250.0,Rainbow Trout,9.0
2020,Broome,Chenango Lake,Fenton,March,3830.0,Rainbow Trout,9.0
2020,Broome,Dudley Creek,Lisle,March,330.0,Brown Trout,9.1
2020,Broome,East Branch Nanticoke Creek,Maine,April,50.0,Brown Trout,13.2
2020,Broome,East Branch Nanticoke Creek,Maine,March,40.0,Brown Trout,9.1
2020,Broome,East Branch Nanticoke Creek,Maine,March,230.0,Rainbow Trout,9.0
2020,Broome,Finch Hollow Site 1 (Overbrook,Union,April,750.0,Rainbow Trout,9.1
2020,Broome,Greenwood Lake,Nanticoke,April,1500.0,Rainbow Trout,9.1
2020,Broome,Little Choconut 2e,Chenango,April,150.0,Rainbow Trout,9.1
2020,Broome,Nanticoke 7a,Maine,April,450.0,Rainbow Trout,9.1
2020,Broome,Nanticoke Creek,Maine,April,260.0,Brown Trout,13.2
2020,Broome,Nanticoke Creek,Union,April,290.0,Brown Trout,13.2
2020,Broome,Nanticoke Creek,Maine,May,400.0,Brown Trout,8.9
2020,Broome,Nanticoke Creek,Union,May,500.0,Brown Trout,8.9
2020,Broome,Nanticoke Creek,Maine,March,150.0,Rainbow Trout,9.0
2020,Broome,Nanticoke Creek,Union,March,1280.0,Rainbow Trout,9.0
2020,Broome,Nanticoke Creek,Maine,March,900.0,Rainbow Trout,9.0
2020,Broome,Nanticoke Creek,Union,March,150.0,Rainbow Trout,9.0
2020,Broome,Nanticoke Lake,Lisle,April,1730.0,Rainbow Trout,9.1
2020,Broome,Oquaga Creek,Sanford,April,630.0,Brown Trout,9.0
2020,Broome,Oquaga Creek,Sanford,April,1180.0,Brown Trout,9.0
2020,Broome,Oquaga Creek,Sanford,April,880.0,Brown Trout,9.0
2020,Broome,Oquaga Creek,Sanford,April,120.0,Brown Trout,13.1
2020,Broome,Oquaga Creek,Sanford,April,80.0,Brown Trout,13.1
2020,Broome,Oquaga Creek,Sanford,April,160.0,Brown Trout,13.1
2020,Broome,Oquaga Creek,Sanford,May,500.0,Brown Trout,8.9
2020,Broome,Palmers Pond,Sanford,April,150.0,Rainbow Trout,9.1
2020,Broome,Patterson Pond (#1),Union,April,600.0,Rainbow Trout,9.1
